iter	Passed	Remaining
459	801	940
460	802	938
461	804	936
462	805	934
463	806	931
464	808	929
465	809	927
466	810	925
467	812	923
468	813	921
469	814	918
470	816	916
471	817	914
472	818	912
473	820	910
474	821	908
475	822	905
476	824	903
477	825	901
478	827	900
479	829	899
480	831	897
481	833	895
482	834	893
483	835	890
484	837	888
485	838	886
486	839	884
487	841	882
488	842	880
489	843	878
490	845	876
491	846	873
492	847	871
493	849	869
494	850	867
495	852	865
496	853	863
497	854	861
498	856	859
499	857	857
500	858	855
501	860	853
502	861	851
503	862	849
504	864	846
505	865	844
506	866	842
507	868	840
508	869	838
509	870	836
510	872	834
511	873	832
512	875	830
513	876	828
514	877	826
515	879	824
516	880	822
517	881	820
518	882	818
519	884	816
520	885	814
521	886	812
522	888	810
523	889	808
524	890	806
525	892	803
526	893	801
527	894	800
528	896	798
529	897	796
530	899	794
531	900	792
532	901	790
533	903	788
534	904	786
535	905	784
536	907	782
537	908	780
538	910	778
539	911	776
540	912	774
541	914	772
542	915	770
543	916	768
544	918	766
545	919	764
546	921	762
547	922	760
548	923	758
549	924	756
550	926	754
551	927	752
552	928	750
553	930	748
554	931	746
555	932	745
556	934	743
557	935	741
558	937	739
559	938	737
560	939	735
561	941	733
562	942	731
563	944	729
564	945	727
565	946	725
566	948	723
567	949	722
568	951	720
569	952	718
570	954	716
571	955	715
572	956	713
573	958	711
574	959	709
575	961	707
576	962	705
577	963	703
578	965	701
579	966	699
580	967	697
581	969	695
582	970	694
583	971	692
584	973	690
585	974	688
586	975	686
587	976	684
588	978	682
589	979	680
590	981	678
591	982	677
592	983	675
593	985	673
594	986	671
595	987	669
596	989	667
597	990	665
598	991	663
599	993	662
600	994	660
601	995	658
602	997	656
603	998	654
604	999	652
605	1000	650
606	1002	648
607	1003	647
608	1004	645
609	1006	643
610	1007	641
611	1009	639
612	1010	637
613	1011	636
614	1013	634
615	1014	632
616	1015	630
617	1017	628
618	1018	626
619	1019	625
620	1021	623
621	1022	621
622	1023	619
623	1025	617
624	1026	616
625	1028	614
626	1029	612
627	1030	610
628	1032	608
629	1033	606
630	1034	605
631	1036	603
632	1037	601
633	1038	599
634	1040	597
635	1041	596
636	1042	594
637	1044	592
638	1045	590
639	1046	588
640	1048	587
641	1049	585
642	1050	583
643	1052	581
644	1053	579
645	1055	578
646	1056	576
647	1057	574
648	1059	572
649	1060	571
650	1061	569
651	1063	567
652	1064	565
653	1065	563
654	1067	562
655	1068	560
656	1069	558
657	1071	556
658	1072	555
659	1073	553
660	1075	551
661	1076	549
662	1078	548
663	1079	546
664	1081	544
665	1082	542
666	1083	541
667	1085	539
668	1086	537
669	1088	535
670	1089	534
671	1090	532
672	1092	530
673	1093	528
674	1094	527
675	1096	525
676	1097	523
677	1098	521
678	1100	520
679	1101	518
680	1103	516
681	1104	515
682	1105	513
683	1107	511
684	1108	509
685	1109	508
686	1111	506
687	1112	504
688	1113	502
689	1115	501
690	1117	499
691	1119	498
692	1120	496
693	1121	494
694	1123	492
695	1124	491
696	1125	489
697	1127	487
698	1128	485
699	1129	484
700	1131	482
701	1132	480
702	1133	479
703	1135	477
704	1136	475
705	1137	473
706	1139	472
707	1140	470
708	1141	468
709	1143	466
710	1144	465
711	1146	463
712	1147	461
713	1148	460
714	1149	458
715	1151	456
716	1152	454
717	1153	453
718	1155	451
719	1156	449
720	1158	448
721	1159	446
722	1160	444
723	1161	442
724	1163	441
725	1164	439
726	1165	437
727	1167	436
728	1168	434
729	1169	432
730	1171	431
731	1172	429
732	1174	427
733	1175	425
734	1176	424
735	1178	422
736	1179	420
737	1180	419
738	1182	417
739	1183	415
740	1184	414
741	1186	412
742	1188	411
743	1190	409
744	1191	407
745	1193	406
746	1194	404
747	1196	402
748	1197	401
749	1198	399
750	1200	398
751	1201	396
752	1203	394
753	1204	392
754	1205	391
755	1206	389
756	1208	387
757	1209	386
758	1210	384
759	1212	382
760	1213	381
761	1214	379
762	1216	377
763	1217	376
764	1218	374
765	1220	372
766	1221	371
767	1222	369
768	1224	367
769	1225	366
770	1226	364
771	1228	362
772	1229	361
773	1230	359
774	1232	357
775	1233	356
776	1234	354
777	1235	352
778	1237	351
779	1238	349
780	1240	347
781	1241	346
782	1242	344
783	1244	342
784	1245	341
785	1246	339
786	1248	337
787	1249	336
788	1250	334
789	1251	332
790	1253	331
791	1254	329
792	1255	327
793	1257	326
794	1258	324
795	1259	322
796	1261	321
797	1262	319
798	1263	317
799	1265	316
800	1266	314
801	1268	313
802	1269	311
803	1270	309
804	1272	308
805	1273	306
806	1274	304
807	1275	303
808	1277	301
809	1278	299
810	1280	298
811	1281	296
812	1282	295
813	1284	293
814	1285	291
815	1286	290
816	1288	288
817	1289	286
818	1290	285
819	1292	283
820	1293	282
821	1294	280
822	1296	278
823	1297	277
824	1298	275
825	1300	273
826	1301	272
827	1302	270
828	1304	269
829	1305	267
830	1306	265
831	1308	264
832	1309	262
833	1310	260
834	1312	259
835	1313	257
836	1314	256
837	1316	254
838	1317	252
839	1319	251
840	1320	249
841	1322	248
842	1323	246
843	1324	244
844	1326	243
845	1327	241
846	1328	240
847	1330	238
848	1331	236
849	1332	235
850	1334	233
851	1335	231
852	1336	230
853	1338	228
854	1339	227
855	1340	225
856	1342	223
857	1343	222
858	1345	220
859	1346	219
860	1347	217
861	1349	215
862	1350	214
863	1351	212
864	1353	211
865	1354	209
866	1355	207
867	1357	206
868	1358	204
869	1359	203
870	1360	201
871	1362	199
872	1363	198
873	1365	196
874	1366	195
875	1367	193
876	1369	192
877	1370	190
878	1371	188
879	1373	187
880	1374	185
881	1375	184
882	1377	182
883	1378	180
884	1379	179
885	1381	177
886	1382	176
887	1383	174
888	1385	172
889	1386	171
890	1387	169
891	1389	168
892	1390	166
893	1391	165
894	1393	163
895	1394	161
896	1396	160
897	1397	158
898	1398	157
899	1400	155
900	1401	153
901	1402	152
902	1403	150
903	1405	149
904	1406	147
905	1407	146
906	1409	144
907	1410	142
908	1411	141
909	1413	139
910	1414	138
911	1415	136
912	1417	135
913	1418	133
914	1419	131
915	1421	130
916	1422	128
917	1423	127
918	1425	125
919	1426	124
920	1427	122
921	1429	120
922	1430	119
923	1431	117
924	1433	116
925	1434	114
926	1436	113
927	1437	111
928	1438	109
929	1440	108
930	1441	106
931	1442	105
932	1444	103
933	1445	102
934	1446	100
935	1448	99
936	1449	97
937	1450	95
938	1452	94
939	1453	92
940	1454	91
941	1456	89
942	1457	88
943	1458	86
944	1460	84
945	1461	83
946	1462	81
947	1464	80
948	1465	78
949	1466	77
950	1468	75
951	1469	74
952	1470	72
953	1472	70
954	1473	69
955	1474	67
956	1476	66
957	1477	64
958	1478	63
959	1480	61
960	1481	60
961	1483	58
962	1484	57
963	1485	55
964	1487	53
965	1488	52
966	1489	50
967	1491	49
968	1492	47
969	1493	46
970	1495	44
971	1496	43
972	1497	41
973	1499	40
974	1500	38
975	1501	36
976	1502	35
977	1504	33
978	1505	32
979	1506	30
980	1508	29
981	1509	27
982	1510	26
983	1512	24
984	1513	23
985	1514	21
986	1516	19
987	1517	18
988	1518	16
989	1520	15
990	1521	13
991	1522	12
992	1524	10
993	1525	9
994	1526	7
995	1528	6
996	1529	4
997	1530	3
998	1532	1
999	1533	0
